parcel,source,owner_name,address,jurisdiction,luc,luc_desc,parcel_class,acres,assessed_land,assessed_bldg,has_building,city_department,city_intended_use,development_candidate,census_tract,lat,lon
R72 08201 0016,both,CITY OF DAYTON,139 N MARION ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002250.00,000000000000.00,N,Planning,Surplus,Y,39113-003900-3,39.75528025233498,-84.23342301300723
R72 08201 0024,both,CITY OF DAYTON,171 N MARION ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000004500.00,000000000000.00,N,Planning,Surplus,Y,39113-003900-3,39.75595897943287,-84.23357506207698
R72 08201A0033,both,DAYTON CITY OF,2421 2423 W 3RD ST,DAYTON,400,Commercial vacant land,C,0000.00000,000000001790.00,000000000000.00,N,Public Works,Other,Y,39113-003900-3,39.75278739813906,-84.23351038850444
R72 08201A0034,both,DAYTON CITY OF,2417 2419 W 3RD ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000001700.00,000000000000.00,N,Planning,Surplus,Y,39113-003900-3,39.75296246419933,-84.23336926784202
R72 08202 0011,both,DAYTON CITY OF,121 N WOODWARD AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000001850.00,000000000000.00,N,Planning,Surplus,Y,39113-165100-1,39.75543034791776,-84.230331695037
R72 08202 0032,both,CITY OF DAYTON,67 HALLWOOD AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000003310.00,000000000000.00,N,Planning,Surplus,Y,39113-165100-1,39.75632559783562,-84.23153654797882
R72 08202 0042,both,DAYTON CITY OF,25 27 HALLWOOD AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000003700.00,000000000000.00,N,Planning,Surplus,Y,39113-165100-1,39.75533659325451,-84.23128636460113
R72 08202 0046,both,DAYTON CITY OF,2219 W 2ND ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002240.00,000000000000.00,N,Planning,Surplus,Y,39113-165100-1,39.754749013807654,-84.23128598879443
R72 08202 0073,both,DAYTON CITY OF,145 N KILMER ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002000.00,000000000000.00,N,Planning,Surplus,Y,39113-003900-3,39.75569109894637,-84.23238017236899
R72 08202 0078,both,DAYTON CITY OF,127 N KILMER ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002000.00,000000000000.00,N,Planning,Surplus,Y,39113-003900-3,39.75519341767088,-84.23224528310662
R72 08203 0029,both,DAYTON CITY OF,2218 W 2ND ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000004640.00,000000000000.00,N,Planning,Surplus,Y,39113-165100-1,39.754457991496665,-84.23109731745211
R72 08203 0033,both,CITY OF DAYTON,2202 W 2ND ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000004210.00,000000000000.00,N,Planning,Surplus,Y,39113-165100-1,39.75457051794118,-84.23058568520439
R72 08203 0071,both,DAYTON CITY OF,2220 W 2ND ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002390.00,000000000000.00,N,Planning,Surplus,Y,39113-165100-1,39.75443426838843,-84.23121685375605
R72 08204 0010,both,DAYTON CITY OF,2104 W 2ND ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000001100.00,000000000000.00,N,Planning,Surplus,Y,39113-165100-1,39.75478111990324,-84.22922190427951
R72 08205 0031,both,CITY OF DAYTON,1024 EDISON ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000001520.00,000000000000.00,N,Planning,Surplus,Y,39113-165100-1,39.756356129523596,-84.22881783170908
R72 08208 0015,both,CITY OF DAYTON,208 N ORCHARD AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000001760.00,000000000000.00,N,Planning,Surplus,Y,39113-165100-1,39.75679311190119,-84.22915628030192
R72 08208 0025,both,CITY OF DAYTON,MATHISON ST,DAYTON,500,"Residential vacant land, lot",R,0000.00000,000000001730.00,000000000000.00,N,,,Y,39113-165100-1,39.75763155962877,-84.22858797103038
R72 08208 0030,both,DAYTON CITY OF,329 N MATHISON ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000001930.00,000000000000.00,N,Planning,Surplus,Y,39113-165100-1,39.75719061001621,-84.22846141408293
R72 08208 0033,both,CITY OF DAYTON,319 N MATHISON ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000001730.00,000000000000.00,N,Planning,Surplus,Y,39113-165100-1,39.75693431222032,-84.22857542940419
R72 08208 0034,both,CITY OF DAYTON,315 N MATHISON ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000001930.00,000000000000.00,N,Planning,Surplus,Y,39113-165100-1,39.756863931979474,-84.22845686651311
R72 08208 0037,both,DAYTON CITY OF,1015 EDISON ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000001340.00,000000000000.00,N,Planning,Surplus,Y,39113-165100-1,39.756609957140114,-84.22873518299113
R72 08208 0057,both,DAYTON CITY OF,42 MASON ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000001870.00,000000000000.00,N,Planning,Surplus,Y,39113-165100-1,39.75724773220352,-84.22756992367395
R72 08208 0080,both,CITY OF DAYTON,218 N ORCHARD AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000001990.00,000000000000.00,N,Planning,Surplus,Y,39113-165100-1,39.75693623740995,-84.22910183486054
R72 08209 0003,both,DAYTON CITY OF,341 JAMES H MCGEE BLVD,DAYTON,400,Commercial vacant land,C,0000.00000,000000001940.00,000000000000.00,N,Public Works,Other,Y,39113-165100-1,39.75779353064061,-84.22702841834032
R72 08209 0022,county_only,DAYTON CITY OF,JAMES H MCGEE BLVD,DAYTON,400,Commercial vacant land,C,0000.00000,000000000000.00,000000000000.00,N,,,Y,,,
R72 08210 0002,both,DAYTON CITY OF,ROSEDALE DR,DAYTON,300,"Industrial, vacant land",I,0010.32070,000000102170.00,000000000000.00,N,,,Y,39113-165100-2,39.75945700539073,-84.22559227885971
R72 08210 0031,county_only,THE CITY OF DAYTON,JAMES H MCGEE BLVD,DAYTON,400,Commercial vacant land,C,0000.00000,000000000000.00,000000000000.00,N,,,Y,,,
R72 08211 0033,both,CITY OF DAYTON,3 FARLEY ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000004420.00,000000000000.00,N,Planning,Surplus,Y,39113-165100-2,39.75727286821114,-84.22512287550641
R72 08211 0037,both,DAYTON CITY OF,1012 OAKRIDGE DR,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000001950.00,000000000000.00,N,Planning,Surplus,Y,39113-165100-2,39.7581928736716,-84.22455692134847
R72 08211 0038,both,CITY OF DAYTON,1008 OAKRIDGE DR,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000001930.00,000000000000.00,N,Planning,Surplus,Y,39113-165100-2,39.7581936261034,-84.224476628728
R72 08211 0070,both,DAYTON CITY OF,304 JAMES H MCGEE BLVD,DAYTON,400,Commercial vacant land,C,0000.00000,000000001070.00,000000000000.00,N,Public Works,Other,Y,39113-165100-2,39.75736730981301,-84.22573259740786
R72 08211 0079,county_only,DAYTON CITY OF,JAMES H MCGEE BLVD,DAYTON,400,Commercial vacant land,C,0000.00000,000000000000.00,000000000000.00,N,,,Y,,,
R72 08212 0017,both,DAYTON CITY OF,624 EDISON ST,DAYTON,500,"Residential vacant land, lot",R,0000.00000,000000002610.00,000000000000.00,N,Public Works,Other,Y,39113-165100-2,39.75692808021845,-84.2245021519296
R72 08212 0028,city_layer_only,,,,,,,,,,N,Planning,Surplus,Y,,,
R72 08301 0079,city_layer_only,,,,,,,,,,N,Planning,Surplus,Y,,39.75751425322796,-84.21564065186966
R72 08301 0082,city_layer_only,,,,,,,,,,N,Planning,Surplus,Y,,39.7575776617895,-84.2152175848645
R72 08303 0039,both,CITY OF DAYTON,W 1ST ST,DAYTON,500,"Residential vacant land, lot",R,0000.00000,000000002610.00,000000000000.00,N,,,Y,39113-165100-2,39.75776732476367,-84.21558853568928
R72 08303 0043,city_layer_only,,,,,,,,,,N,Planning,Surplus,Y,,39.75796252682234,-84.21527321599503
R72 08305 0038,both,DAYTON CITY OF,411 N BROADWAY ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002370.00,000000000000.00,N,Planning,Surplus,Y,39113-165100-2,39.7598877558657,-84.21516551189767
R72 08305 0100,both,CITY OF DAYTON,536 DAKOTA ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000000770.00,000000000000.00,N,Planning,Surplus,Y,39113-165100-2,39.759263970222385,-84.21632421804367
R72 08307 0048,city_layer_only,,,,,,,,,,N,Planning,Surplus,Y,,39.75617778482438,-84.21981378574294
R72 08307 0049,city_layer_only,,,,,,,,,,N,Planning,Surplus,Y,,39.75628866482008,-84.21969141683671
R72 08307 0072,city_layer_only,,,,,,,,,,N,Planning,Surplus,Y,,39.756817003385535,-84.21971833630927
R72 08307 0083,both,DAYTON CITY OF,N PAUL LAURENCE DUNBAR ST,DAYTON,500,"Residential vacant land, lot",R,0000.00000,000000002240.00,000000000000.00,N,Public Works,Other,Y,39113-165100-2,39.75688885067387,-84.21883531390476
R72 08402 0036,both,DAYTON CITY OF,EDWIN C MOSES BLVD,DAYTON,400,Commercial vacant land,C,0000.61890,000000040430.00,000000000000.00,N,Public Works,Other,Y,39113-165100-2,39.75745709936881,-84.20600536659828
R72 08405 0045,city_layer_only,,,,,,,,,,N,Planning,Surplus,Y,,39.7577322591569,-84.21048050105829
R72 08405 0053,both,DAYTON CITY OF,113 SWEETMAN ST,DAYTON,500,"Residential vacant land, lot",R,0000.00000,000000001620.00,000000000000.00,N,Public Works,Other,Y,39113-165100-2,39.758231725069294,-84.20975783415739
R72 08406 0026,city_layer_only,,,,,,,,,,N,Economic Development,Development,Y,,39.75649663280379,-84.21085573098269
R72 08406 0035,city_layer_only,,,,,,,,,,N,Economic Development,Development,Y,,39.75662941925359,-84.21047540569595
R72 08409 0004,both,DAYTON CITY OF,112 PAISLEY ST,DAYTON,500,"Residential vacant land, lot",R,0000.00000,000000001900.00,000000000000.00,N,Public Works,Other,Y,39113-165100-2,39.75932896923324,-84.2126337269642
R72 08501 0055,county_only,DAYTON CITY OF,W 3RD ST,DAYTON,400,Commercial vacant land,C,0000.01100,000000000000.00,000000000000.00,N,,,Y,,,
R72 08502 0065,both,CITY OF DAYTON,21 23 S SPRAGUE ST,DAYTON,500,"Residential vacant land, lot",R,0000.00000,000000002440.00,000000000000.00,N,,,Y,39113-165100-2,39.75634370505986,-84.20731105341787
R72 08502 0071,both,DAYTON CITY OF,45 47 SPRAGUE ST,DAYTON,500,"Residential vacant land, lot",R,0000.00000,000000002440.00,000000000000.00,N,Public Works,Other,Y,39113-165100-2,39.75577915443296,-84.2071525095884
R72 08503 0021,both,CITY OF DAYTON,W 5TH ST,DAYTON,400,Commercial vacant land,C,0000.00000,000000000260.00,000000000000.00,N,,,Y,39113-165100-2,39.753572567562294,-84.20839691321626
R72 08506 0114,county_only,DAYTON CITY OF,CLEVES ST,DAYTON,400,Commercial vacant land,C,0000.00000,000000000000.00,000000000000.00,N,,,Y,,,
R72 08506 0115,both,DAYTON CITY OF,CLEVES ST,DAYTON,400,Commercial vacant land,C,0000.00000,000000000000.00,000000000000.00,N,,,Y,39113-165100-2,39.75160662644005,-84.20383209746628
R72 08506 0116,county_only,DAYTON CITY OF,CLEVES ST,DAYTON,400,Commercial vacant land,C,0000.00000,000000000000.00,000000000000.00,N,,,Y,,,
R72 08506 0117,county_only,THE CITY OF DAYTON,THRESHER ST,DAYTON,400,Commercial vacant land,C,0000.00100,000000000000.00,000000000000.00,N,,,Y,,,
R72 08506 0118,county_only,THE CITY OF DAYTON,ROADWAY,DAYTON,400,Commercial vacant land,C,0000.00700,000000000000.00,000000000000.00,N,,,Y,,,
R72 08507 0035,county_only,DAYTON CITY OF,MIAMI BLVD,DAYTON,400,Commercial vacant land,C,0000.05500,000000000000.00,000000000000.00,N,,,Y,,,
R72 08509 0001,city_layer_only,,,,,,,,,,N,Public Works,Surplus,Y,,39.75256640754825,-84.20697420293438
R72 08509 0062,both,DAYTON CITY OF,GERMANTOWN ST,DAYTON,300,"Industrial, vacant land",I,0000.07810,000000002620.00,000000000000.00,N,Public Works,Other,Y,39113-165100-2,39.751140285489896,-84.20686559725081
R72 08509 0067,county_only,DAYTON CITY OF,GERMANTOWN ST,DAYTON,400,Commercial vacant land,C,0000.17800,000000000000.00,000000000000.00,N,,,Y,,,
R72 08509 0068,county_only,DAYTON CITY OF,GERMANTOWN ST,DAYTON,400,Commercial vacant land,C,0000.03300,000000000000.00,000000000000.00,N,,,Y,,,
R72 08509 0069,county_only,DAYTON CITY OF,GERMANTOWN ST,DAYTON,400,Commercial vacant land,C,0000.05200,000000000000.00,000000000000.00,N,,,Y,,,
R72 08604 0053,county_only,DAYTON CITY OF,THIRD ST,DAYTON,400,Commercial vacant land,C,0000.00080,000000000130.00,000000000000.00,N,,,Y,,,
R72 08610 0053,county_only,DAYTON CITY OF,GERMANTOWN ST,DAYTON,500,"Residential vacant land, lot",R,0000.00000,000000000000.00,000000000000.00,N,,,Y,,,
R72 08702 0011,both,CITY OF DAYTON,207 MERCER AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002430.00,000000000000.00,N,Planning,Surplus,Y,39113-165100-3,39.75443839563199,-84.21658958672245
R72 08702 0050,both,DAYTON CITY OF,154 MERCER AVE,DAYTON,300,"Industrial, vacant land",I,0000.00000,000000015450.00,000000000000.00,N,Public Works,Other,Y,39113-165100-3,39.754118238940144,-84.21614054233213
R72 08703 0005,both,CITY OF DAYTON,W 4TH ST,DAYTON,400,Commercial vacant land,C,0000.00000,000000000930.00,000000000000.00,N,,,Y,39113-165100-3,39.755026654386526,-84.21449406317241
R72 08703 0019,both,CITY OF DAYTON,1226 W 3RD ST,DAYTON,400,Commercial vacant land,C,0000.00000,000000005210.00,000000000000.00,N,Public Works,Other,Y,39113-165100-3,39.75556570417383,-84.21461662898909
R72 08704 0004,both,DAYTON CITY OF,W 5TH ST,DAYTON,400,Commercial vacant land,C,0000.00000,000000010980.00,000000000000.00,N,Public Works,Other,Y,39113-165100-3,39.753524589911926,-84.21492046401474
R72 08707 0003,both,CITY OF DAYTON,1425 HOME AVE,DAYTON,500,"Residential vacant land, lot",R,0000.00000,000000002590.00,000000000000.00,N,Public Works,Other,Y,39113-165100-3,39.751098244995646,-84.21723298845427
R72 08709 0054,both,CITY OF DAYTON,WILLIAMS ST,DAYTON,400,Commercial vacant land,C,0000.00000,000000002400.00,000000000000.00,N,,,Y,39113-165100-2,39.75292252499082,-84.21283568149349
R72 08709 0055,both,CITY OF DAYTON,1200 W 5TH ST,DAYTON,400,Commercial vacant land,C,0000.00000,000000003620.00,000000000000.00,N,,,Y,39113-165100-2,39.75304611044154,-84.21261758566209
R72 08709 0059,both,DAYTON CITY OF,1210 W 5TH ST,DAYTON,400,Commercial vacant land,C,0000.00000,000000001070.00,000000000000.00,N,Public Works,Other,Y,39113-165100-2,39.753160429400886,-84.21292246742156
R72 08709 0061,both,CITY OF DAYTON,1218 W 5TH ST,DAYTON,400,Commercial vacant land,C,0000.00000,000000001500.00,000000000000.00,N,Public Works,Other,Y,39113-165100-2,39.753089460187645,-84.21308077165924
R72 08710 0019,both,DAYTON CITY OF,485 BROADWAY ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000003480.00,000000000000.00,N,Planning,Surplus,Y,39113-165100-3,39.748573175354295,-84.21508623639727
R72 08713 0024,both,DAYTON CITY OF,GREENCASTLE ST,DAYTON,500,"Residential vacant land, lot",R,0000.00000,000000020890.00,000000000000.00,N,Public Works,Other,Y,39113-165100-3,39.74822010723268,-84.21678089410608
R72 08713 0033,both,DAYTON CITY OF,1309 1311 GERMANTOWN ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000001870.00,000000000000.00,N,Planning,Surplus,Y,39113-165100-3,39.74816225883219,-84.21530195432324
R72 08713 0036,both,CITY OF DAYTON,493 BROADWAY ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000000490.00,000000000000.00,N,Planning,Surplus,Y,39113-165100-3,39.74815612995886,-84.21489102048615
R72 08801 0024,both,CITY OF DAYTON,1713 W 5TH ST,DAYTON,500,"Residential vacant land, lot",R,0000.00000,000000002500.00,000000000000.00,N,Public Works,Other,Y,39113-165100-3,39.75344231671911,-84.2228407067824
R72 08801 0097,county_only,DAYTON CITY OF,W 3RD ST,DAYTON,400,Commercial vacant land,C,0000.00000,000000000000.00,000000000000.00,N,,,Y,,,
R72 08802 0011,both,DAYTON CITY OF,1557 1559 W 5TH ST,DAYTON,500,"Residential vacant land, lot",R,0000.00000,000000002600.00,000000000000.00,N,Public Works,Other,Y,39113-165100-3,39.753543368039914,-84.22010475644498
R72 08802 0079,both,CITY OF DAYTON,1547 1549 W 5TH ST,DAYTON,500,"Residential vacant land, lot",R,0000.00000,000000002470.00,000000000000.00,N,Public Works,Other,Y,39113-165100-3,39.75347716726117,-84.21984678430015
R72 08803 0004,city_layer_only,,,,,,,,,,N,Planning,Surplus,Y,,39.75302114698523,-84.21885980695947
R72 08803 0026,both,DAYTON CITY OF,308 310 S EUCLID AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002270.00,000000000000.00,N,Planning,Surplus,Y,39113-165100-3,39.751696164871056,-84.22010655405366
R72 08804 0004,both,DAYTON CITY OF,JAMES H MCGEE BLVD,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000000550.00,000000000000.00,N,Planning,Surplus,Y,39113-165100-3,39.752893836950584,-84.22350472029873
R72 08804 0074,both,DAYTON CITY OF,111 CAMBRIA CT,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000000150.00,000000000000.00,N,Planning,Surplus,Y,39113-165100-3,39.752852611308064,-84.22336700301007
R72 08805 0034,both,CITY OF DAYTON,1609 1611 HOME AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002410.00,000000000000.00,N,Planning,Surplus,Y,39113-165100-3,39.75112924028736,-84.22091550774923
R72 08808 0028,both,DAYTON CITY OF,712 S EUCLID AVE,DAYTON,500,"Residential vacant land, lot",R,0000.00000,000000002190.00,000000000000.00,N,Public Works,Other,Y,39113-003500-1,39.74717710225742,-84.22004779706124
R72 08808 0051,both,CITY OF DAYTON,731 S EUCLID AVE,DAYTON,500,"Residential vacant land, lot",R,0000.00000,000000002160.00,000000000000.00,N,Public Works,Other,Y,39113-004100-1,39.74672198467737,-84.22054763614491
R72 08809 0011,both,DAYTON CITY OF,26 GOLD ST,DAYTON,400,Commercial vacant land,C,0000.00000,000000000790.00,000000000000.00,N,Public Works,Other,Y,39113-003500-1,39.74741981603625,-84.21889055802785
R72 08901 0008,both,CITY OF DAYTON,1859 W 5TH ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002030.00,000000000000.00,N,Planning,Surplus,Y,39113-165100-3,39.753294006171544,-84.22606318086436
R72 08901 0063,both,DAYTON CITY OF,1811 HOWELL AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000000460.00,000000000000.00,N,Planning,Surplus,Y,39113-165100-3,39.752420065899315,-84.22432097639967
R72 08901 0065,both,DAYTON CITY OF,W 5TH ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000001600.00,000000000000.00,N,Planning,Surplus,Y,39113-165100-3,39.75292406786301,-84.22452641491158
R72 08901 0080,both,CITY OF DAYTON,44 46 GROSVENOR AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002210.00,000000000000.00,N,Planning,Surplus,Y,39113-165100-3,39.752452884820464,-84.22630911256503
R72 08901 0082,both,DAYTON CITY OF,1851 HOWELL AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002450.00,000000000000.00,N,Planning,Surplus,Y,39113-165100-3,39.752505428339305,-84.22586876127681
R72 08901 0091,both,DAYTON CITY OF,HOWELL AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000001670.00,000000000000.00,N,Planning,Surplus,Y,39113-165100-3,39.75248372404612,-84.22452795092457
R72 08902 0035,both,DAYTON CITY OF,GROSVENOR AVE,DAYTON,300,"Industrial, vacant land",I,0000.00000,000000000440.00,000000000000.00,N,Public Works,Other,Y,39113-165100-3,39.750737954862885,-84.22641251286026
R72 08903 0087,both,CITY OF DAYTON,KINNARD AVE,DAYTON,400,Commercial vacant land,C,0000.00000,000000000000.00,000000000000.00,N,,,Y,39113-165100-3,39.749122435423615,-84.22544430388908
R72 08903 0093,both,CITY OF DAYTON,KINNARD AVE,DAYTON,400,Commercial vacant land,C,0000.00000,000000000000.00,000000000000.00,N,,,Y,39113-165100-3,39.74919512683511,-84.22483525027833
R72 08903 0094,both,CITY OF DAYTON,KINNARD AVE,DAYTON,400,Commercial vacant land,C,0000.00000,000000000000.00,000000000000.00,N,,,Y,39113-165100-3,39.74913946561033,-84.22507101431181
R72 08903 0096,both,CITY OF DAYTON,KINNARD AVE,DAYTON,400,Commercial vacant land,C,0000.00000,000000000000.00,000000000000.00,N,,,Y,39113-165100-3,39.749218166455115,-84.22474976844258
R72 08905 0018,both,DAYTON CITY OF,PARKER AVE,DAYTON,300,"Industrial, vacant land",I,0000.00000,000000000000.00,000000000000.00,N,,,Y,39113-004100-1,39.74760641827572,-84.22551096436473
R72 08905 0019,both,DAYTON CITY OF,PARKER AVE,DAYTON,300,"Industrial, vacant land",I,0000.00000,000000000000.00,000000000000.00,N,,,Y,39113-004100-1,39.74755897910114,-84.22549182512326
R72 08905 0021,both,DAYTON CITY OF,PARKER AVE,DAYTON,300,"Industrial, vacant land",I,0000.00000,000000000000.00,000000000000.00,N,,,Y,39113-004100-1,39.747473499426135,-84.22545596108479
R72 08905 0023,both,CITY OF DAYTON,PARKER AVE,DAYTON,300,"Industrial, vacant land",I,0000.00000,000000000000.00,000000000000.00,N,,,Y,39113-004100-1,39.74737104888751,-84.22539515577284
R72 08905 0025,county_only,CITY OF DAYTON,REDDER AVE,DAYTON,300,"Industrial, vacant land",I,0000.00000,000000000000.00,000000000000.00,N,,,Y,,,
R72 08905 0028,both,DAYTON CITY OF,REDDER AVE,DAYTON,300,"Industrial, vacant land",I,0000.00000,000000000000.00,000000000000.00,N,,,Y,39113-004100-1,39.747269991764426,-84.22502629275195
R72 08905 0029,both,DAYTON CITY OF,REDDER AVE,DAYTON,300,"Industrial, vacant land",I,0000.00000,000000000000.00,000000000000.00,N,,,Y,39113-004100-1,39.747192979057075,-84.22490559149043
R72 08905 0038,both,DAYTON CITY OF,REDDER AVE,DAYTON,300,"Industrial, vacant land",I,0000.00000,000000000000.00,000000000000.00,N,,,Y,39113-004100-1,39.74714739051668,-84.22474156674637
R72 08905 0040,both,DAYTON CITY OF,REDDER AVE,DAYTON,300,"Industrial, vacant land",I,0000.00000,000000000000.00,000000000000.00,N,,,Y,39113-004100-1,39.747041078590726,-84.22443739300896
R72 08905 0050,both,DAYTON CITY OF,JAMES H MCGEE BLVD,DAYTON,300,"Industrial, vacant land",I,0000.00000,000000000000.00,000000000000.00,N,,,Y,39113-004100-1,39.747004831493385,-84.22425246436269
R72 08905 0076,county_only,DAYTON CITY OF,MCCALL ST,DAYTON,300,"Industrial, vacant land",I,0000.00000,000000000000.00,000000000000.00,N,,,Y,,,
R72 08907 0035,both,CITY OF DAYTON,121 LEROY ST,DAYTON,500,"Residential vacant land, lot",R,0000.00000,000000003120.00,000000000000.00,N,Public Works,Other,Y,39113-165100-3,39.74857789712049,-84.2213220734827
R72 08909 0058,both,DAYTON CITY OF,118 GOLD ST,DAYTON,500,"Residential vacant land, lot",R,0000.00000,000000002190.00,000000000000.00,N,Public Works,Other,Y,39113-004100-1,39.74728545533586,-84.22107673467167
R72 08909 0061,both,CITY OF DAYTON,735 DELOR ST,DAYTON,500,"Residential vacant land, lot",R,0000.00000,000000001660.00,000000000000.00,N,Public Works,Other,Y,39113-004100-1,39.746459916481754,-84.22186400116684
R72 09001 0011,both,DAYTON CITY OF,43 KILMER ST,DAYTON,500,"Residential vacant land, lot",R,0000.00000,000000001560.00,000000000000.00,N,,,Y,39113-004600-1,39.751825370460615,-84.23174338516012
R72 09001 0024,both,CITY OF DAYTON,42 S KILMER ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000004890.00,000000000000.00,N,Planning,Surplus,Y,39113-165100-3,39.75170453261144,-84.23142734545617
R72 09001 0067,both,DAYTON CITY OF,WOODWARD AVE,DAYTON,400,Commercial vacant land,C,0000.00000,000000002230.00,000000000000.00,N,Public Works,Other,Y,39113-165100-3,39.751914079046436,-84.23017518941988
R72 09004 0010,both,CITY OF DAYTON,2024 2026 W 3RD ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000008140.00,000000000000.00,N,Planning,Surplus,Y,39113-165100-3,39.75335048860092,-84.2281883449929
R72 09004 0024,both,DAYTON CITY OF,31 31 MATHISON ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000001980.00,000000000000.00,N,Planning,Surplus,Y,39113-165100-3,39.75272043406916,-84.22791802117871
R72 09004 0039,both,DAYTON CITY OF,28 30 MATHISON ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002220.00,000000000000.00,N,Planning,Surplus,Y,39113-165100-3,39.75276913773791,-84.22746478790876
R72 09004 0047,both,CITY OF DAYTON,GROSVENOR AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002390.00,000000000000.00,N,Planning,Surplus,Y,39113-165100-3,39.75261812750493,-84.2266472300605
R72 09004 0050,both,CITY OF DAYTON,37 GROSVENOR AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002390.00,000000000000.00,N,Planning,Surplus,Y,39113-165100-3,39.75275548022109,-84.22664387204964
R72 09007 0035,both,DAYTON CITY OF,220 WOODWARD AVE,DAYTON,400,Commercial vacant land,C,0000.00000,000000002060.00,000000000000.00,N,Public Works,Other,Y,39113-165100-3,39.75107986995049,-84.23034251684813
R72 09009 0016,both,DAYTON CITY OF,1977 1979 HOME AVE,DAYTON,400,Commercial vacant land,C,0000.00000,000000000620.00,000000000000.00,N,,,Y,39113-165100-3,39.750154938236996,-84.22840865066247
R72 09009 0017,both,DAYTON CITY OF,HOME AVE,DAYTON,400,Commercial vacant land,C,0000.00000,000000000620.00,000000000000.00,N,,,Y,39113-165100-3,39.75015097676899,-84.22853858500328
R72 09009 0018,both,DAYTON CITY OF,1985 HOME AVE,DAYTON,400,Commercial vacant land,C,0000.00000,000000000620.00,000000000000.00,N,,,Y,39113-165100-3,39.750055680307206,-84.22869324659447
R72 09009 0019,both,DAYTON CITY OF,1989 HOME AVE,DAYTON,400,Commercial vacant land,C,0000.00000,000000000620.00,000000000000.00,N,,,Y,39113-165100-3,39.75005363091704,-84.22883190628633
R72 09010 0016,both,DAYTON CITY OF,WOODWARD AVE,DAYTON,500,"Residential vacant land, lot",R,0000.00000,000000001550.00,000000000000.00,N,Public Works,Other,Y,39113-165100-3,39.75044323253802,-84.23081531290094
R72 09010 0046,both,DAYTON CITY OF,KILMER ST,DAYTON,500,"Residential vacant land, lot",R,0000.00000,000000001330.00,000000000000.00,N,Public Works,Other,Y,39113-004600-1,39.75027419889376,-84.23191425215387
R72 09010 0057,both,CITY OF DAYTON,240 KILMER ST,DAYTON,400,Commercial vacant land,C,0000.06500,000000001230.00,000000000000.00,N,Public Works,Other,Y,,39.74925607367676,-84.23146919700258
R72 09010 0058,county_only,CITY OF DAYTON,HOME AVE,DAYTON,400,Commercial vacant land,C,0000.00000,000000000000.00,000000000000.00,N,,,Y,,39.74929020288612,-84.23125749713819
