parcel,permit_count,distinct_types,top_type,total_valuation,first_permit,last_permit,address,lat,lon
R72 12306 0031,4,4,Residential Building Permit,20000,2026-01-15,2026-03-02,"854 OSMOND AVE, DAYTON OH 45402-5239 United States",39.763151274818,-84.2490067521131
R72 12306 0054,1,1,Special Service Inspection,0,2026-04-22,2026-04-22,"867 OSMOND AVE, DAYTON OH 45402-5240 United States",39.76343000540198,-84.24946202272668
R72 12307 0022,1,1,Residential Electrical Permit,0,2026-02-24,2026-02-24,"4020 DELPHOS AVE, DAYTON OH 45402-5219 United States",39.76213852994537,-84.25117654967043
R72 12307 0034,1,1,Residential Plumbing Permit,0,2026-06-17,2026-06-17,"4066 DELPHOS AVE, DAYTON OH 45402-5219 United States",39.7634299425139,-84.25112004942686
R72 12308 0031,1,1,Commercial Gas Permit,0,2026-03-04,2026-03-04,"4027 FAIRBANKS AVE, DAYTON OH 45402-5226 United States",39.763906179574086,-84.2525053537661
R72 12311 0003,1,1,Residential Water Permit,0,2026-06-08,2026-06-08,"3939 NECCO AVE, DAYTON OH 45406-3557 United States",39.77927152648967,-84.2528954565259
R72 12313 0001,1,1,Commercial Fire Sprinkler Permit,0,2026-06-15,2026-06-15,"2080 N GETTYSBURG AVE, DAYTON OH 45406-3562 United States",39.780126567470916,-84.25337252395335
R72 12401 0005,1,1,Residential Zoning Only Permit,0,2026-03-05,2026-03-05,"648 LELAND AVE, DAYTON OH 45417-1548 United States",39.76092137286197,-84.24461026713203
R72 12403 0017,1,1,Residential Water Permit,0,2026-02-23,2026-02-23,"731 CLARKSON AVE, DAYTON OH 45402-5210 United States",39.76069324015417,-84.25050689784489
R72 12403 0034,1,1,Permit Revision,0,2026-06-17,2026-06-17,"3822 HOOVER AVE, DAYTON OH 45402-5233 United States",39.761251222843164,-84.2501011022826
R72 12403 0035,1,1,Residential Gas Permit,0,2026-01-09,2026-01-09,"3818 HOOVER AVE, DAYTON OH 45402-5233 United States",39.76125883661,-84.24995900457823
R72 12403 0061,1,1,Residential Electrical Permit,0,2026-04-13,2026-04-13,"744 OSMOND AVE, DAYTON OH 45417-1560 United States",39.760760156488125,-84.24897162556935
R72 12407 0035,1,1,Residential Water Permit,0,2026-01-15,2026-01-15,"528 CRESTMORE AVE, DAYTON OH 45417-1534 United States",39.7589593147504,-84.24784131300613
R72 12408 0015,1,1,Residential Gas Permit,0,2026-05-29,2026-05-29,"514 LELAND AVE, DAYTON OH 45417-1546 United States",39.75865410507942,-84.24455705894849
R72 12408 0019,1,1,Special Service Inspection,0,2026-03-10,2026-03-10,"530 LELAND AVE, DAYTON OH 45417-1546 United States",39.759109751567394,-84.2445684662784
R72 12409 0007,1,1,Residential Electrical Permit,0,2026-05-07,2026-05-07,"4108 SHENANDOAH DR, DAYTON OH 45417-1155 United States",39.758535060619494,-84.25618412252601
R72 12411 0046,3,2,Residential Plumbing Permit,0,2026-04-14,2026-05-27,"728 Whitmore AVE, DAYTON OH 45417-1165",39.75847717017387,-84.26459301262616
R72 12414 0089,3,2,Residential Plumbing Permit,0,2026-03-24,2026-04-02,"822 SUNLIGHT AVE, DAYTON OH 45417-9255 United States",39.760076097155306,-84.2708951806215
R72 12414 0186,1,1,Residential Plumbing Permit,0,2026-01-07,2026-01-07,"837 LILAC AVE, DAYTON OH 45417-9128 United States",39.76065958725707,-84.26842710651084
R72 12501 0034,1,1,Residential Plumbing Permit,0,2026-05-04,2026-05-04,"525 HURON AVE, DAYTON OH 45417-1508 United States",39.76017526771506,-84.24271662312988
R72 12502 0060,1,1,Residential Plumbing Permit,0,2026-04-21,2026-04-21,"545 WESTWOOD AVE, DAYTON OH 45417-1530 United States",39.76067608882504,-84.24153733834522
R72 12505 0048,3,3,Residential Gas Permit,0,2026-03-26,2026-05-05,"420 LORENZ AVE, DAYTON OH 45417-2340 United States",39.76028201410063,-84.23479618817952
R72 12505 0059,1,1,Residential Plumbing Permit,0,2026-06-09,2026-06-09,"454 LORENZ AVE, DAYTON OH 45417-2340 United States",39.761091718871505,-84.23481634666629
R72 12505 0067,1,1,Residential Plumbing Permit,0,2026-03-16,2026-03-16,"442 ANNA ST, DAYTON OH 45417-2322 United States",39.76080470350303,-84.23602596044586
R72 12601 0050,6,6,Residential Building Permit,30000,2026-04-10,2026-06-26,"1804 Oakridge DR, DAYTON OH 45417-2315",39.75806696034017,-84.2345560370266
R72 12602 0081,1,1,Special Service Inspection,0,2026-06-05,2026-06-05,"224 GRAMONT AVE, DAYTON OH 45417-2324 United States",39.75713712626324,-84.2376315776398
R72 12603 0026,2,2,Miscellaneous Permit,0,2026-04-01,2026-04-27,"344 WESTWOOD AVE, DAYTON OH 45417-1628 United States",39.75745117417002,-84.24107250848002
R72 12603 0027,1,1,Special Service Inspection,0,2026-03-09,2026-03-09,"348 WESTWOOD AVE, DAYTON OH 45417-1628 United States",39.757544594604425,-84.24106773086031
R72 12603 0028,2,2,Residential Plumbing Permit,0,2026-04-01,2026-05-18,"352 WESTWOOD AVE, DAYTON OH 45417-1628 United States",39.75764344904684,-84.24106664544377
R72 12606 0022,1,1,Residential Building Permit,23500,2026-01-09,2026-01-09,"415 BURLEIGH AVE, DAYTON OH 45417-1633 United States",39.75678910369895,-84.2462535706402
R72 12606 0044,4,4,Residential Building Permit,10000,2026-01-30,2026-03-25,"400 BURLEIGH AVE, DAYTON OH 45417-1634 United States",39.75645276840241,-84.24578980415247
R72 12608 0010,1,1,Residential Plumbing Permit,0,2026-05-12,2026-05-12,"2915 EDISON ST, DAYTON OH 45417-1603 United States",39.75637939431881,-84.25051598407056
R72 12609 0003,1,1,Permit Revision,0,2026-01-21,2026-01-21,"814 N Gettysburg AVE, DAYTON OH 45417-1614",39.75752560228934,-84.25300307826775
R72 12610 0036,1,1,Residential Water Permit,0,2026-06-25,2026-06-25,"4129 SYLVAN DR, DAYTON OH 45417",39.75706226650925,-84.25549033608242
R72 12701 0022,1,1,Residential Water Permit,0,2026-02-12,2026-02-12,"450 LINDENWOOD RD, DAYTON OH 45417-1306 United States",39.75595809112445,-84.25407715866943
R72 12704 0032,2,2,Residential Gas Permit,0,2026-02-17,2026-04-23,"3506 DELPHOS AVE, DAYTON OH 45417-1644 United States",39.75489474474836,-84.24752237101987
R72 12706 0002,2,2,Commercial Zoning Only Permit,0,2026-03-27,2026-06-23,"207 BURLEIGH AVE, DAYTON OH 45417-1629 United States",39.75450500987063,-84.24622128202684
R72 12706 0007,1,1,Residential Zoning Only Permit,0,2026-03-23,2026-03-23,"3341 W SECOND ST, DAYTON OH 45417-1745 United States",39.75422078353787,-84.24521095369798
R72 12706 0008,1,1,Special Service Inspection,0,2026-03-10,2026-03-10,"3337 W SECOND ST, DAYTON OH 45417-1745 United States",39.75421462325678,-84.24507202294458
R72 12706 0015,1,1,Permit Revision,0,2026-06-24,2026-06-24,"3309 W Second ST, DAYTON OH 45417-1745",39.75421280197719,-84.24409016156804
R72 12706 0039,1,1,Residential Plumbing Permit,0,2026-05-22,2026-05-22,"2316 GREENWAY ST, DAYTON OH 45417-1653 United States",39.75483754584063,-84.24436190499897
R72 12709 0042,1,1,Residential Electrical Permit,0,2026-04-30,2026-04-30,"121 SHOOP AVE, DAYTON OH 45417-2245 United States",39.75479653985466,-84.23900331376421
R72 12709 0096,1,1,Residential Gas Permit,0,2026-05-26,2026-05-26,"115 GRAMONT AVE, DAYTON OH 45417-2217 United States",39.75458298549535,-84.23803749806456
R72 12711 0057,1,1,Residential Wrecking Permit,0,2026-05-15,2026-05-15,"167 LORENZ AVE, DAYTON OH 45417-2221 United States",39.75580327454114,-84.2355563097922
R72 12711 0058,1,1,Residential Wrecking Permit,0,2026-05-15,2026-05-15,"171 LORENZ AVE, DAYTON OH 45417-2221 United States",39.755902076253214,-84.23555877046041
R72 12803 0004,1,1,Special Service Inspection,0,2026-03-04,2026-03-04,"3360 DELPHOS AVE, DAYTON OH 45417-1744 United States",39.75382648519959,-84.24569195480294
R72 12803 0030,1,1,Residential Water Permit,0,2026-06-08,2026-06-08,"101 N UPLAND AVE, DAYTON OH 45417-1751 United States",39.75234589403105,-84.24701736675273
R72 12805 0026,1,1,Residential Plumbing Permit,0,2026-03-23,2026-03-23,"59 N HATFIELD ST, DAYTON OH 45417-1722 United States",39.75132082742409,-84.25203238326968
R72 12807 0014,1,1,Residential Gas Permit,0,2026-01-16,2026-01-16,"18 N ALDER ST, DAYTON OH 45417-1765 United States",39.750434076466206,-84.25037020537697
R72 12808 0014,2,2,Residential Mechanical Permit,0,2026-06-02,2026-06-02,"53 N UPLAND AVE, DAYTON OH 45417-1749 United States",39.75204691359361,-84.24699565068056
R72 12810 0007,1,1,Special Service Inspection,0,2026-05-04,2026-05-04,"3811 W THIRD ST, DAYTON OH 45417-1842 United States",39.75013338167664,-84.24972942034337
R72 12905 0026,1,1,Residential Plumbing Permit,0,2026-04-02,2026-04-02,"645 WHITMORE AVE, DAYTON OH 45417-1236 United States",39.75676749563278,-84.26507267727081
R72 12906 0020,1,1,Residential Electrical Permit,0,2026-02-25,2026-02-25,"521 WHITMORE AVE, DAYTON OH 45417-1249 United States",39.75476102980697,-84.26502185676998
R72 12907 0010,1,1,Residential Plumbing Permit,0,2026-05-13,2026-05-13,"4644 LAUREL DR, DAYTON OH 45417-1259 United States",39.755301079577876,-84.26417108951622
R72 12909 0023,2,2,Permit Revision,24421,2026-01-30,2026-02-12,"736 GENEVA RD, DAYTON OH 45417-1215 United States",39.756697621156526,-84.26005118255597
R72 12910 0048,1,1,Commercial Water Permit,0,2026-05-12,2026-05-12,"414 Elmhurst RD, DAYTON OH 45417",39.75400338975678,-84.25880915491474
R72 13003 0017,1,1,Commercial Wrecking Permit,0,2026-03-05,2026-03-05,"369 GENEVA RD, DAYTON OH 45417-1367 United States",39.75301656046059,-84.2605238067652
R72 13004 0037,1,1,Residential Electrical Permit,0,2026-06-18,2026-06-18,"4317 MIDWAY AVE, DAYTON OH 45417-1315 United States",39.751580668186556,-84.25850258028706
R72 13007 0013,2,2,Residential Mechanical Permit,0,2026-04-07,2026-04-07,"335 BUNGALOW RD, DAYTON OH 45417-1303 United States",39.75282726011223,-84.25704347404702
R72 13008 0046,1,1,Residential Building Permit,8945,2026-04-23,2026-04-23,"322 BUNGALOW RD, DAYTON OH 45417-1304 United States",39.7526461209707,-84.25648748170465
R72 13101 0011,1,1,Residential Plumbing Permit,0,2026-06-02,2026-06-02,"23 S HATFIELD ST, DAYTON OH 45417-1827 United States",39.74881718439566,-84.25199433037326
R72 13101 0019,2,1,Commercial Electrical Permit,0,2026-03-12,2026-03-12,"34 S HATFIELD ST, APT/UNIT B, DAYTON OH 45417-1880 United States",39.74858488442342,-84.25155453338908
R72 13206 0072,1,1,Residential Wrecking Permit,0,2026-05-06,2026-05-06,"539 FLEETFOOT ST, DAYTON OH 45417 United States",39.74206923731827,-84.24529078660314
R72 13208 0058,1,1,Residential Wrecking Permit,0,2026-06-09,2026-06-09,"611 FLEETFOOT ST, DAYTON OH 45417-3107 United States",39.74134951773736,-84.24531192600975
R72 13213 0005,1,1,Residential Gas Permit,0,2026-04-06,2026-04-06,"3612 GERMANTOWN ST, DAYTON OH 45417-4130 United States",39.73419704369148,-84.25170513587845
R72 13214 0052,3,3,Residential Electrical Permit,0,2026-04-22,2026-05-07,"525 BOWIE DR, DAYTON OH 45417-3102 United States",39.74125154263951,-84.2491116475943
R72 13215 0007,1,1,Permit Revision,0,2026-02-12,2026-02-12,"3622 MODENA ST, DAYTON OH 45417-4104 United States",39.73218131069457,-84.2520918933856
R72 13216 0021,1,1,Residential Plumbing Permit,0,2026-01-06,2026-01-06,"3568 ROEJACK DR, DAYTON OH 45417-3546 United States",39.73772288283465,-84.2493111972049
R72 13302 0023,1,1,Residential Electrical Permit,0,2026-06-17,2026-06-17,"716 MOUNT CLAIR AVE, DAYTON OH 45417-3563 United States",39.73965060707513,-84.24654620845462
R72 13306 0011,1,1,Residential Plumbing Permit,0,2026-03-31,2026-03-31,"3032 GERMANTOWN ST, DAYTON OH 45417-4138 United States",39.73713427251855,-84.2436770612785
R72 13306 0021,1,1,Commercial Water Permit,0,2026-03-09,2026-03-09,"3037 GERMANTOWN ST, DAYTON OH 45417 United States",39.73765241223817,-84.24391763077375
R72 13308 0016,1,1,Residential Wrecking Permit,0,2026-03-03,2026-03-03,"2826 GERMANTOWN ST, DAYTON OH 45417-4134 United States",39.73819950414097,-84.24092594742623
R72 13310 0027,1,1,Residential Wrecking Permit,0,2026-02-27,2026-02-27,"1116 MCARTHUR AVE, DAYTON OH 45417-4205 United States",39.736238543439754,-84.23966064051702
R72 13310 0043,3,1,Commercial Water Permit,0,2026-04-20,2026-04-20,"1118 CROCUS DR, APT/UNIT C, DAYTON OH 45417-4478 United States",39.73623071905795,-84.23852592545208
R72 13310 0044,3,1,Commercial Water Permit,0,2026-04-20,2026-04-20,"1120 CROCUS DR, APT/UNIT C, DAYTON OH 45417-4476 United States",39.73617306590601,-84.2385244875512
R72 13312 0015,1,1,Residential Wrecking Permit,0,2026-05-11,2026-05-11,"2932 TUBMAN AVE, DAYTON OH 45417-4243 United States",39.734703984857035,-84.24295474316537
R72 13312 0032,1,1,Residential Wrecking Permit,0,2026-05-11,2026-05-11,"2823 TUBMAN AVE, DAYTON OH 45417-4240 United States",39.73509440606014,-84.2407097177339
R72 13312 0033,1,1,Residential Wrecking Permit,0,2026-05-11,2026-05-11,"2817 TUBMAN AVE, DAYTON OH 45417-4240 United States",39.735081279625504,-84.24048534556279
R72 13312 0044,1,1,Residential Water Permit,0,2026-04-21,2026-04-21,"2824 REVELS AVE, DAYTON OH 45417-4227 United States",39.736307915653555,-84.24071869507868
R72 13312 0047,1,1,Residential Plumbing Permit,0,2026-05-13,2026-05-13,"2846 REVELS AVE, DAYTON OH 45417-4227 United States",39.736152227523206,-84.24121627987431
R72 13313 0025,1,1,Residential Wrecking Permit,0,2026-05-18,2026-05-18,"3132 GERMANTOWN ST, DAYTON OH 45417-4140 United States",39.73647455263877,-84.24538192532874
R72 13313 0026,1,1,Residential Wrecking Permit,0,2026-02-27,2026-02-27,"3128 GERMANTOWN ST, DAYTON OH 45417-4140 United States",39.73653970859914,-84.24524836967846
R72 13313 0028,1,1,Residential Wrecking Permit,0,2026-05-18,2026-05-18,"3120 GERMANTOWN ST, DAYTON OH 45417-4140 United States",39.7366429141594,-84.24495575442779
R72 13318 0006,1,1,Residential Plumbing Permit,0,2026-02-26,2026-02-26,"1220 GLENNELLE DR, DAYTON OH 45417-4436 United States",39.735249662443145,-84.23710019673997
R72 13406 0007,1,1,Special Service Inspection,0,2026-02-17,2026-02-17,"1136 HALLER AVE, DAYTON OH 45417-4510 United States",39.73669247496013,-84.23109000650166
R72 13407 0006,1,1,Residential Mechanical Permit,0,2026-04-16,2026-04-16,"1020 HALLER AVE, DAYTON OH 45417-4508 United States",39.73857036396298,-84.23110820658249
R72 13408 0037,1,1,Residential Water Permit,0,2026-05-15,2026-05-15,"2019 WEAVER ST, DAYTON OH 45417-4516 United States",39.73935907591366,-84.23106375329569
R72 13501 0022,2,2,Commercial Gas Permit,0,2026-01-05,2026-03-06,"1515 NICHOLAS RD, DAYTON OH 45417 United States",39.73290423994974,-84.22041583141232
R72 13605 0009,1,1,Permit Revision,0,2026-04-14,2026-04-14,"2521 S EDWIN C MOSES BLVD, DAYTON OH 45417-4659 United States",39.732829213022306,-84.21468114301236
R72 13608 0020,1,1,Residential Gas Permit,0,2026-03-19,2026-03-19,"1530 DIETZEN ST, DAYTON OH 45417-4635 United States",39.7355250562021,-84.2141570717737
R72 13608 0051,2,2,Residential Gas Permit,0,2026-03-19,2026-05-28,"1528 DIETZEN ST, DAYTON OH 45417-4635 United States",39.73556350745149,-84.21415801731483
R72 13803 0025,1,1,Residential Water Permit,0,2026-01-20,2026-01-20,"332 KLING DR, DAYTON OH 45419-4001 United States",39.73125285508393,-84.1610534330926
R72 13803 0035,1,1,Residential Building Permit,15946,2026-05-08,2026-05-08,"329 KLING DR, DAYTON OH 45419-4002 United States",39.73136074543662,-84.16157520423602
R72 13804 0015,1,1,Residential Plumbing Permit,0,2026-04-14,2026-04-14,"218 SHADOWLAWN AVE, DAYTON OH 45419-4029 United States",39.73134311450483,-84.15875475223618
R72 13806 0025,1,1,Residential Water Permit,0,2026-04-10,2026-04-10,"420 SHADOWLAWN AVE, DAYTON OH 45419-4033 United States",39.729362271464275,-84.15902766167838
R72 13806 0026,1,1,Residential Mechanical Permit,0,2026-03-23,2026-03-23,"423 SHADOWLAWN AVE, DAYTON OH 45419-4034 United States",39.72933245592648,-84.15958167851524
R72 13810 0022,1,1,Residential Plumbing Permit,0,2026-06-01,2026-06-01,"552 KLING DR, DAYTON OH 45419-4007 United States",39.726752891085845,-84.16140852176221
R72 13901 0019,1,1,Permit Revision,0,2026-01-14,2026-01-14,"617 SHROYER RD, DAYTON OH 45419-4055 United States",39.725383588312454,-84.16096340888583
R72 13903 0011,1,1,Residential Building Permit,27104,2026-02-09,2026-02-09,"921 Shroyer RD, DAYTON OH 45419-3633",39.72192029873997,-84.16121157225089
R72 13906 0029,1,1,Residential Plumbing Permit,0,2026-01-27,2026-01-27,"806 WARRINGTON PL, DAYTON OH 45419-3646 United States",39.72361052208827,-84.15820095580357
R72 13913 0028,1,1,Commercial Building Permit,20350,2026-01-09,2026-01-09,"1105 Wilmington AVE, DAYTON OH 45420-1684",39.72560008054643,-84.15382469004328
R72 13913 0033,1,1,Commercial Plumbing Permit,0,2026-02-13,2026-02-13,"1105 Wilmington AVE, DAYTON OH 45420-1684",39.72560008054643,-84.15382469004328
R72 14002 0009,1,1,Residential Electrical Permit,0,2026-03-04,2026-03-04,"920 WESTMINSTER PL, DAYTON OH 45419-3759 United States",39.7218641061913,-84.15627130597983
R72 14002 0022,1,1,Residential Plumbing Permit,0,2026-06-11,2026-06-11,"1010 BROADVIEW BLVD, DAYTON OH 45419-3701 United States",39.72113263005267,-84.15770469342534
R72 14003 0012,1,1,Residential Plumbing Permit,0,2026-03-02,2026-03-02,"1011 HAMPSHIRE RD, DAYTON OH 45419-3714 United States",39.71986059655319,-84.15910736113571
R72 14005 0035,1,1,Residential Water Permit,0,2026-02-27,2026-02-27,"800 GREENMOUNT BLVD, DAYTON OH 45419-2840 United States",39.71735303986354,-84.15721661586448
R72 14007 0047,1,1,Residential Plumbing Permit,0,2026-01-29,2026-01-29,"1010 YORKSHIRE PL, DAYTON OH 45419-3729 United States",39.71979939157946,-84.15529069719378
R72 14009 0039,1,1,Residential Building Permit,13022,2026-03-03,2026-03-03,"915 GAINSBOROUGH RD, DAYTON OH 45419-3709 United States",39.720454850891,-84.15573292519167
R72 14010 0039,1,1,Residential Plumbing Permit,0,2026-01-06,2026-01-06,"932 BERKSHIRE RD, DAYTON OH 45419-3737 United States",39.72021508214807,-84.15424456476774
R72 14011 0006,1,1,Residential Plumbing Permit,0,2026-01-13,2026-01-13,"1001 BUCKINGHAM RD, DAYTON OH 45419-3746 United States",39.722943080617206,-84.15414570160452
R72 14011 0022,1,1,Residential Plumbing Permit,0,2026-03-26,2026-03-26,"711 BROADMOOR DR, DAYTON OH 45419-2803 United States",39.7236957884855,-84.1533457250987
R72 14011 0047,4,3,Permit Revision,35500,2026-03-27,2026-04-28,"972 PATTERSON RD, DAYTON OH 45419-4337 United States",39.723904121460464,-84.15239766839758
R72 14012 0001,1,1,Residential Zoning Only Permit,0,2026-03-11,2026-03-11,"900 PATTERSON RD, DAYTON OH 45419-4334 United States",39.72414440019034,-84.15560009412606
R72 14101 0003,1,1,Commercial Electrical Permit,0,2026-01-06,2026-01-06,"1417 WILMINGTON AVE, DAYTON OH 45420-1542 United States",39.721612634371546,-84.15094601085528
R72 14103 0023,1,1,Residential Plumbing Permit,0,2026-01-12,2026-01-12,"1129 ASHLAND AVE, DAYTON OH 45420-1501 United States",39.72201567137289,-84.14768068391427
R72 14106 0022,1,1,Residential Plumbing Permit,0,2026-06-02,2026-06-02,"1327 PATTERSON RD, DAYTON OH 45420-1527 United States",39.72386100727925,-84.14279240535885
R72 14107 0022,1,1,Residential Plumbing Permit,0,2026-06-08,2026-06-08,"1245 Patterson RD, DAYTON OH 45420-1525",39.723979965067386,-84.1444877418441
R72 14108 0001,2,2,Residential Mechanical Permit,0,2026-01-29,2026-01-29,"3121 KENMORE AVE, DAYTON OH 45420-2237 United States",39.72418772269172,-84.14640534238191
R72 14111 0005,1,1,Residential Sewer Permit,0,2026-03-05,2026-03-05,"637 HAMPSHIRE RD, DAYTON OH 45419-4204 United States",39.72488018857775,-84.15579892825644
R72 14111 0023,1,1,Residential Mechanical Permit,0,2026-01-29,2026-01-29,"912 Danbury RD, DAYTON OH 45420-1607",39.7248878864275,-84.15486748082324
R72 14201 0009,1,1,Residential Sewer Permit,0,2026-05-08,2026-05-08,"925 CROYDEN DR, DAYTON OH 45420-1711 United States",39.72628433787259,-84.15320442297465
R72 14201 0025,1,1,Residential Sewer Permit,0,2026-02-19,2026-02-19,"2901 LANSING DR, DAYTON OH 45420-1719 United States",39.72747674656241,-84.15237566754176
R72 14201 0031,1,1,Residential Water Permit,0,2026-04-23,2026-04-23,"2920 LANSING DR, DAYTON OH 45420-1720 United States",39.72688746662848,-84.15191011825125
R72 14202 0007,1,1,Residential Plumbing Permit,0,2026-02-24,2026-02-24,"2934 REVERE AVE, DAYTON OH 45420-1726 United States",39.72649309769929,-84.15086600015418
R72 14203 0020,1,1,Residential Mechanical Permit,0,2026-06-26,2026-06-26,"1127 CROYDEN DR, DAYTON OH 45420-2271 United States",39.72585585927168,-84.14718114673278
R72 14204 0009,1,1,Residential Plumbing Permit,0,2026-01-21,2026-01-21,"3005 MARTEL DR, DAYTON OH 45420-2247 United States",39.725390357641956,-84.14396987083883
R72 14208 0012,1,1,Residential Plumbing Permit,0,2026-06-10,2026-06-10,"618 BELLAIRE AVE, DAYTON OH 45420-2306 United States",39.72874623247893,-84.14724943831858
R72 14208 0017,1,1,Residential Zoning Only Permit,0,2026-03-23,2026-03-23,"600 BELLAIRE AVE, DAYTON OH 45420-2306 United States",39.72865572399131,-84.14782695623207
R72 14209 0007,1,1,Residential Water Permit,0,2026-04-22,2026-04-22,"2802 KENVIEW AVE, DAYTON OH 45420-2240 United States",39.72777035662517,-84.14966586803888
R72 14209 0035,1,1,Residential Plumbing Permit,0,2026-03-04,2026-03-04,"522 BELLAIRE AVE, DAYTON OH 45420-2304 United States",39.728826248831155,-84.14858490772951
R72 14209 0047,1,1,Residential Plumbing Permit,0,2026-03-31,2026-03-31,"2721 WINBURN AVE, DAYTON OH 45420-2257 United States",39.728368587981265,-84.14930306579431
R72 14209 0061,1,1,Permit Revision,0,2026-02-23,2026-02-23,"2842 Revere AVE, DAYTON OH 45420-1724",39.72816154164635,-84.15074190856936
R72 14301 0038,4,2,Commercial Building Permit,24500,2026-02-18,2026-06-30,"25 THORPE DR, DAYTON OH 45420-1823 United States",39.733068192737434,-84.1567687081358
R72 14301 0039,2,2,Commercial Fire Sprinkler Permit,0,2026-03-31,2026-05-29,"2801 Wayne AVE, DAYTON OH 45420-1836",39.73883031166576,-84.15375802175969
R72 14301 0047,1,1,Commercial Plumbing Permit,0,2026-02-12,2026-02-12,"324 WILMINGTON AVE, DAYTON OH 45420 United States",39.73504718295283,-84.1606922086417
R72 14301 0058,2,2,Commercial Building Permit,708184,2026-03-18,2026-04-10,"2615 WAYNE AVE, DAYTON OH 45420 United States",39.73892543687086,-84.1555275335662
R72 14302 0014,1,1,Residential Electrical Permit,0,2026-03-12,2026-03-12,"159 BELLAIRE AVE, DAYTON OH 45420-1705 United States",39.72979787760735,-84.15347622622346
R72 14303 0019,1,1,Residential Plumbing Permit,0,2026-06-11,2026-06-11,"216 NORDALE AVE, DAYTON OH 45420-1740 United States",39.73031958001698,-84.15250352729323
R72 14303 0055,2,2,Commercial Building Permit,25000,2026-04-27,2026-06-08,"2605 REVERE AVE, APT/UNIT B, DAYTON OH 45420-4826 United States",39.73156146037616,-84.15108915366471
R72 14304 0032,2,2,Residential Sewer Permit,0,2026-05-07,2026-05-19,"412 NORDALE AVE, DAYTON OH 45420-2332 United States",39.730070921835384,-84.15008655469038
R72 14307 0009,1,1,Residential Mechanical Permit,0,2026-05-05,2026-05-05,"925 NORDALE AVE, DAYTON OH 45420-2341 United States",39.73007218418085,-84.1434962971539
R72 14309 0005,1,1,Residential Water Permit,0,2026-04-08,2026-04-08,"400 MORSE AVE, DAYTON OH 45420-2318 United States",39.73133672615244,-84.15047571971999
R72 14404 0006,1,1,Residential Zoning Only Permit,0,2026-02-10,2026-02-10,"3061 Wayland AVE, DAYTON OH 45420-2142",39.72179497857497,-84.13543312608473
R72 14404 0065,1,1,Residential Water Permit,0,2026-05-05,2026-05-05,"3030 COURTLAND AVE, DAYTON OH 45420-2153 United States",39.72222527872828,-84.13391781351264
R72 14410 0061,1,1,Residential Plumbing Permit,0,2026-05-18,2026-05-18,"2827 DWIGHT AVE, DAYTON OH 45420-2607 United States",39.72609135256007,-84.13960905473058
R72 14504 0044,1,1,Residential Plumbing Permit,0,2026-02-23,2026-02-23,"2745 DWIGHT AVE, DAYTON OH 45420-2605 United States",39.727012699807915,-84.13950266463411
R72 14504 0047,1,1,Residential Plumbing Permit,0,2026-06-22,2026-06-22,"2733 DWIGHT AVE, DAYTON OH 45420-2605 United States",39.727342425878795,-84.13948554071375
R72 14506 0008,1,1,Residential Plumbing Permit,0,2026-03-26,2026-03-26,"1009 WATERVLIET AVE, DAYTON OH 45420-2717 United States",39.72841084532149,-84.1384829765518
R72 14506 0029,1,1,Commercial Electrical Permit,0,2026-06-08,2026-06-08,"842 WATERVLIET AVE, DAYTON OH 45420-2714 United States",39.729901581181736,-84.13967728528785
R72 14510 0023,1,1,Residential Electrical Permit,0,2026-06-04,2026-06-04,"2650 FERNCLIFF AVE, APT/UNIT C, DAYTON OH 45420-3371 United States",39.72761585027152,-84.13033882377046
R72 14601 0031,1,1,Residential Plumbing Permit,0,2026-04-28,2026-04-28,"1156 HIGHRIDGE AVE, DAYTON OH 45420-3067 United States",39.73098069555963,-84.13300282737539
R72 14601 0058,1,1,Residential Plumbing Permit,0,2026-02-26,2026-02-26,"2405 KENNEDY AVE, DAYTON OH 45420-3012 United States",39.73055059905931,-84.13194726106953
R72 14602 0045,1,1,Residential Water Permit,0,2026-01-05,2026-01-05,"1009 CHELSEA AVE, DAYTON OH 45420-2726 United States",39.73059498690856,-84.13663175038164
R72 14603 0001,1,1,Residential Plumbing Permit,0,2026-01-02,2026-01-02,"948 CHELSEA AVE, DAYTON OH 45420-2725 United States",39.7303156656521,-84.13755689225896
R72 14604 0007,1,1,Residential Electrical Permit,0,2026-06-18,2026-06-18,"2417 S SMITHVILLE RD, DAYTON OH 45420-2757 United States",39.73114284815271,-84.14135263312104
R72 14605 0071,1,1,Sign Permit,0,2026-01-30,2026-01-30,"649 WATERVLIET AVE, DAYTON OH 45420-2568 United States",39.73165487791635,-84.14289781929371
R72 14606 0042,1,1,Residential Plumbing Permit,0,2026-01-22,2026-01-22,"2621 Westfield AVE, DAYTON OH 45420-2377",39.73235807781972,-84.14580559801429
R72 14607 0065,1,1,Residential Building Permit,5420,2026-03-12,2026-03-12,"2538 REVERE AVE, DAYTON OH 45420-1804 United States",39.732189518314534,-84.150168748067
R72 14609 0072,1,1,Residential Water Permit,0,2026-02-18,2026-02-18,"450 WATERVLIET AVE, DAYTON OH 45420-2467 United States",39.7346928575218,-84.14535571491851
R72 14611 0027,4,4,Residential Building Permit,75000,2026-04-06,2026-06-10,"2313 FAUVER AVE, DAYTON OH 45420-2524 United States",39.73349140060176,-84.14214447974645
