name,publisher,source_owner,theme,geography,granularity,access,cadence,formats,key_fields,records,updated,housing_relevant,queryable,capabilities,priority,current_use_state,desired_use_state,url,item_page,notes
Transportation_Barrier_ZIP,MVRPC (regional),msimpson_MVRPC (msimpson_MVRPC),,Miami Valley region,,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2025-02-13,,Y,Query,,,,https://services.arcgis.com/3TIUdMHOqnLBrZEH/arcgis/rest/services/Transportation_Barrier_ZIP/FeatureServer,https://mvrpc.maps.arcgis.com/home/item.html?id=238d478fd6b04961a4223641979c9ea1,
TransportationBarrierTractUpdated,MVRPC (regional),msimpson_MVRPC (msimpson_MVRPC),demographics,Miami Valley region,tract,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2025-02-19,,Y,Query,,,,https://services.arcgis.com/3TIUdMHOqnLBrZEH/arcgis/rest/services/TransportationBarrierTractUpdated/FeatureServer,https://mvrpc.maps.arcgis.com/home/item.html?id=3afd45ec350d42a7adbba0e6bc148f60,2020 Tracts for the MVRPC region.
traveltime2040,MVRPC (regional),tharner@mvrpc.org (msimpson_MVRPC),,Miami Valley region,,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2024-06-18,,Y,"Query,Extract",,,,https://services.arcgis.com/3TIUdMHOqnLBrZEH/arcgis/rest/services/traveltime2040_new/FeatureServer,https://mvrpc.maps.arcgis.com/home/item.html?id=0bcbc702237c429db8706423d86cec34,Feature layer generated from Generate Travel Areas
traveltime60_pub,MVRPC (regional),tharner@mvrpc.org (msimpson_MVRPC),,Miami Valley region,,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2024-06-13,,Y,Query,,,,https://services.arcgis.com/3TIUdMHOqnLBrZEH/arcgis/rest/services/traveltime60_pub/FeatureServer,https://mvrpc.maps.arcgis.com/home/item.html?id=bf8fcb6035e94a9a89c20e791ce05cc4,x
Trotwood SARA,MVRPC (regional),tharner@mvrpc.org (msimpson_MVRPC),,Miami Valley region,,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2018-01-02,,Y,Query,,,,https://services.arcgis.com/3TIUdMHOqnLBrZEH/arcgis/rest/services/TrotwoodSara/FeatureServer,https://mvrpc.maps.arcgis.com/home/item.html?id=d72af6d79ae5455a863fe15d185a717a,Trotwood SARA
"Trotwood Zoning, Jan20",MVRPC (regional),tharner@mvrpc.org (msimpson_MVRPC),zoning/land use,Miami Valley region,,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2026-06-01,Y,Y,Query,,,,https://services.arcgis.com/3TIUdMHOqnLBrZEH/arcgis/rest/services/TrotwoodZoning_jan20/FeatureServer,https://mvrpc.maps.arcgis.com/home/item.html?id=2bf24a62d9334eae86cc08af1e88e5d4,"Trotwood zoning,updated6/2026"
Truck Volume,MVRPC (regional),kypolk (msimpson_MVRPC),affordability/tenure,Miami Valley region,jurisdiction/county,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2020-12-03,,Y,Query,,,,https://services.arcgis.com/3TIUdMHOqnLBrZEH/arcgis/rest/services/TruckVolume_WEB/FeatureServer,https://mvrpc.maps.arcgis.com/home/item.html?id=0cfea1d9b0ce4cccaab02da05232f5d2,Truck volumes on area Miami Valley roads
TstngCrwdPllng,MVRPC (regional),kypolk (msimpson_MVRPC),,Miami Valley region,,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2020-09-14,,Y,"Create,Query,Editing",,,,https://services.arcgis.com/3TIUdMHOqnLBrZEH/arcgis/rest/services/TstngCrwdPllng/FeatureServer,https://mvrpc.maps.arcgis.com/home/item.html?id=03ddc53f7eb94d40a47d01589ab4f3c3,testing out the crowdpolling application with this hypothetical geodatabase
UAHexesWithMobilityData,MVRPC (regional),msimpson_MVRPC (msimpson_MVRPC),,Miami Valley region,,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2023-01-25,,Y,Query,,,,https://services.arcgis.com/3TIUdMHOqnLBrZEH/arcgis/rest/services/UAHexesWithMobilityData/FeatureServer,https://mvrpc.maps.arcgis.com/home/item.html?id=2d62ff232bed4dd8a7608fa990f6513e,
UAHexesWithMobilityData4ClassAdded,MVRPC (regional),msimpson_MVRPC (msimpson_MVRPC),,Miami Valley region,,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2023-01-25,,Y,Query,,,,https://services.arcgis.com/3TIUdMHOqnLBrZEH/arcgis/rest/services/UAHexesWithMobilityData4ClassAdded/FeatureServer,https://mvrpc.maps.arcgis.com/home/item.html?id=cf99998122ba404fa1cbb4d17751553f,
UAHexesWithMobilityDataAndRaceConc,MVRPC (regional),msimpson_MVRPC (msimpson_MVRPC),,Miami Valley region,,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2023-02-24,,Y,Query,,,,https://services.arcgis.com/3TIUdMHOqnLBrZEH/arcgis/rest/services/UAHexesWithMobilityDataAndRaceConc/FeatureServer,https://mvrpc.maps.arcgis.com/home/item.html?id=2bd0956a93ad4fa09aac3d17a2891dd7,
UAHexesWithMobilityDataUrbanHexesAdjusted,MVRPC (regional),msimpson_MVRPC (msimpson_MVRPC),,Miami Valley region,,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2023-02-08,,Y,Query,,,,https://services.arcgis.com/3TIUdMHOqnLBrZEH/arcgis/rest/services/UAHexesWithMobilityDataUrbanHexesAdjusted/FeatureServer,https://mvrpc.maps.arcgis.com/home/item.html?id=4bf1100616764b2996febc5702465041,
UAHexesWithShelbyAdded,MVRPC (regional),msimpson_MVRPC (msimpson_MVRPC),,Miami Valley region,,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2025-02-28,,Y,Query,,,,https://services.arcgis.com/3TIUdMHOqnLBrZEH/arcgis/rest/services/UAHexesWithShelbyAdded/FeatureServer,https://mvrpc.maps.arcgis.com/home/item.html?id=dd99e987ecce4459a5dbc33165a3292d,
UAHexesWithShelbyAddedDataFix,MVRPC (regional),msimpson_MVRPC (msimpson_MVRPC),,Miami Valley region,,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2025-02-28,,Y,Query,,,,https://services.arcgis.com/3TIUdMHOqnLBrZEH/arcgis/rest/services/UAHexesWithShelbyAddedDataFix/FeatureServer,https://mvrpc.maps.arcgis.com/home/item.html?id=92daf46fe17745168f57ffa88a0e4429,
UAHexesWithShelbyAddedOnlyShelby,MVRPC (regional),msimpson_MVRPC (msimpson_MVRPC),,Miami Valley region,,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2025-02-28,,Y,Query,,,,https://services.arcgis.com/3TIUdMHOqnLBrZEH/arcgis/rest/services/UAHexesWithShelbyAddedOnlyShelby/FeatureServer,https://mvrpc.maps.arcgis.com/home/item.html?id=dc8a19a9974a4cdb9b414fd75382b25a,
UAMobilitySurfaceMap,MVRPC (regional),msimpson_MVRPC (msimpson_MVRPC),,Miami Valley region,,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2023-01-13,,N,"Map,TilesOnly,Tilemap",,,,https://tiles.arcgis.com/tiles/3TIUdMHOqnLBrZEH/arcgis/rest/services/UAMobilitySurfaceMap/MapServer,https://mvrpc.maps.arcgis.com/home/item.html?id=998f3a70add342bcb248d543163f8f75,MVRPC
UAMobilitySurfaceMapV2,MVRPC (regional),msimpson_MVRPC (msimpson_MVRPC),,Miami Valley region,,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2023-01-17,,N,"Map,TilesOnly,Tilemap",,,,https://tiles.arcgis.com/tiles/3TIUdMHOqnLBrZEH/arcgis/rest/services/UAMobilitySurfaceMapV2/MapServer,https://mvrpc.maps.arcgis.com/home/item.html?id=73c584b9e5a64c7c8c791087dc805507,MVRPC
UAMobilitySurfaceMapV3,MVRPC (regional),msimpson_MVRPC (msimpson_MVRPC),,Miami Valley region,,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2023-01-30,,N,"Map,TilesOnly,Tilemap",,,,https://tiles.arcgis.com/tiles/3TIUdMHOqnLBrZEH/arcgis/rest/services/UAMobilitySurfaceMapV3/MapServer,https://mvrpc.maps.arcgis.com/home/item.html?id=519adf37fd9f4abab218b876fea75354,MVRPC
Unemployment Rate (Properties Saved),MVRPC (regional),msimpson_MVRPC (msimpson_MVRPC),ownership/transfers,Miami Valley region,parcel,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2025-07-11,Y,Y,Query,,,,https://services.arcgis.com/3TIUdMHOqnLBrZEH/arcgis/rest/services/miami_county_block_groups_StudyArea/FeatureServer,https://mvrpc.maps.arcgis.com/home/item.html?id=a55b087ae7114002b08a1463603ec127,
Unemployment Rate Trend,MVRPC (regional),msimpson_MVRPC (msimpson_MVRPC),zoning/land use,Miami Valley region,,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2021-11-22,,N,"Map,TilesOnly,Tilemap",,,,https://tiles.arcgis.com/tiles/3TIUdMHOqnLBrZEH/arcgis/rest/services/Unemployment_Rate_Trend/MapServer,https://mvrpc.maps.arcgis.com/home/item.html?id=efdabee3a0a648fc958d701e73915c48,Poverty Rate Trend
Unemployment Snapshot,MVRPC (regional),msimpson_MVRPC (msimpson_MVRPC),zoning/land use,Miami Valley region,,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2021-12-01,,N,"Map,TilesOnly,Tilemap",,,,https://tiles.arcgis.com/tiles/3TIUdMHOqnLBrZEH/arcgis/rest/services/Unemployment_Snapshot/MapServer,https://mvrpc.maps.arcgis.com/home/item.html?id=31cb4ad1df3547b28a75f13328729fe8,Unemployment Snapshot
Unemployment Snapshot V2,MVRPC (regional),msimpson_MVRPC (msimpson_MVRPC),,Miami Valley region,,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2022-02-07,,N,"Map,TilesOnly,Tilemap",,,,https://tiles.arcgis.com/tiles/3TIUdMHOqnLBrZEH/arcgis/rest/services/Unemployment_Snapshot_V2/MapServer,https://mvrpc.maps.arcgis.com/home/item.html?id=fea4e5bfb3cb46e59a6a06155edcb3b3,MVRPC
Uninsured Snapshot,MVRPC (regional),msimpson_MVRPC (msimpson_MVRPC),zoning/land use,Miami Valley region,,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2021-12-02,,N,"Map,TilesOnly,Tilemap",,,,https://tiles.arcgis.com/tiles/3TIUdMHOqnLBrZEH/arcgis/rest/services/Uninsured_Snapshot/MapServer,https://mvrpc.maps.arcgis.com/home/item.html?id=a76d4f75810545afb3d0e804d8becf53,Uninsured Snapshot
Union Twp MultiZone_V,MVRPC (regional),tharner@mvrpc.org (msimpson_MVRPC),ownership/transfers,Miami Valley region,parcel,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2017-10-30,Y,Y,Query,,,,https://services.arcgis.com/3TIUdMHOqnLBrZEH/arcgis/rest/services/Union_Twp_MultiZone_V/FeatureServer,https://mvrpc.maps.arcgis.com/home/item.html?id=590ad539c01e4219bb896e5698d580c4,"Parcels with multiple zones for Union Twp, Miami County, 2016"
Union Twp Zoning_V,MVRPC (regional),tharner@mvrpc.org (msimpson_MVRPC),affordability/tenure,Miami Valley region,jurisdiction/county,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2017-10-30,Y,Y,Query,,,,https://services.arcgis.com/3TIUdMHOqnLBrZEH/arcgis/rest/services/Union_Twp_Zoning_V/FeatureServer,https://mvrpc.maps.arcgis.com/home/item.html?id=eed5b2a7cfea48f0bcb87b1cd4879bbd,"Zoning for Staunton Twp, Miami County, Ohio, 2016"
UnionTwpParcelsMiaCo,MVRPC (regional),tharner@mvrpc.org (msimpson_MVRPC),ownership/transfers,Miami Valley region,parcel,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2020-04-08,Y,Y,Query,,,,https://services.arcgis.com/3TIUdMHOqnLBrZEH/arcgis/rest/services/UnionTwpParcelsMiaCo/FeatureServer,https://mvrpc.maps.arcgis.com/home/item.html?id=a6b8e01efa21478ba56eb804c9a200e4,"Parcels for Union Twp, Miami Co 3/20"
UpdatedDRPPoints2023,MVRPC (regional),kypolk (msimpson_MVRPC),affordability/tenure,Miami Valley region,address/point,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2023-06-02,,Y,Query,,,,https://services.arcgis.com/3TIUdMHOqnLBrZEH/arcgis/rest/services/UpdatedDRPPoints2023/FeatureServer,https://mvrpc.maps.arcgis.com/home/item.html?id=f69e03227ab84b2c93d3a7bcc8b2424e,Updated implementation points for Dayton Riverfront Master Plan prioritization application current as of Apr 2023
Urban_Corridor_Scoring_TopCounty,MVRPC (regional),tharner@mvrpc.org (msimpson_MVRPC),,Miami Valley region,jurisdiction/county,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2026-01-16,,Y,Query,,,,https://services.arcgis.com/3TIUdMHOqnLBrZEH/arcgis/rest/services/Urban_Corridor_Scoring_TopCounty/FeatureServer,https://mvrpc.maps.arcgis.com/home/item.html?id=5a18b2fd645b4c148255cc26e5b654b6,
UrbanAreaWithMobilityData,MVRPC (regional),msimpson_MVRPC (msimpson_MVRPC),,Miami Valley region,,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2023-02-24,,Y,Query,,,,https://services.arcgis.com/3TIUdMHOqnLBrZEH/arcgis/rest/services/UrbanAreaWithMobilityData/FeatureServer,https://mvrpc.maps.arcgis.com/home/item.html?id=d634b73993d548a6b0c396d7b70b1227,
UrbanAreaWithoutNoDataDissolved,MVRPC (regional),msimpson_MVRPC (msimpson_MVRPC),,Miami Valley region,,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2023-01-13,,Y,Query,,,,https://services.arcgis.com/3TIUdMHOqnLBrZEH/arcgis/rest/services/UrbanAreaWithoutNoDataDissolved/FeatureServer,https://mvrpc.maps.arcgis.com/home/item.html?id=dee25224ce264ad2a8dd1582789e7c48,
Urbanization Trends 1950-2010,MVRPC (regional),tharner@mvrpc.org (msimpson_MVRPC),demographics,Miami Valley region,,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2014-08-14,,N,"Map,TilesOnly",,,,https://tiles.arcgis.com/tiles/3TIUdMHOqnLBrZEH/arcgis/rest/services/Urbanization_Trends_50_10/MapServer,https://mvrpc.maps.arcgis.com/home/item.html?id=fa55716d703e4244983dbe1473593fcc,"Urbanization trends 1950-2010, for Southwest Ohio"
USA Counties,MVRPC (regional),ewhitaker_MVRPC (msimpson_MVRPC),zoning/land use,Miami Valley region,neighborhood,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2018-11-01,,N,Invalid URL,,,,https://services.arcgis.com/P3ePLMYs2RVChkJx/arcgis/rest/services/USA_Counties/FeatureServer,https://mvrpc.maps.arcgis.com/home/item.html?id=929399cffa0643e688532f208fbbe50a,"USA Counties provides the county boundaries of the United States in the 50 states, the District of Columbia, and Puerto Rico."
vacancy,MVRPC (regional),ewhitaker_MVRPC (msimpson_MVRPC),vacancy,Miami Valley region,,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2020-05-15,,Y,Query,,,,https://services.arcgis.com/3TIUdMHOqnLBrZEH/arcgis/rest/services/vacancy/FeatureServer,https://mvrpc.maps.arcgis.com/home/item.html?id=e95df7c071974bafb35094c0782da350,Census 2020 Low Response Score
"Vacancy Rates, Tract, 2015",MVRPC (regional),kypolk (msimpson_MVRPC),vacancy,Miami Valley region,tract,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2019-07-15,,Y,Query,,,,https://services.arcgis.com/3TIUdMHOqnLBrZEH/arcgis/rest/services/Vacancy_REVISED_090816/FeatureServer,https://mvrpc.maps.arcgis.com/home/item.html?id=f97f62a3704d42e0a93bb553244793ce,"Vacancy in the 5+ county region of the Miami Valley, down to census tract level"
Vacancy_pub06132016,MVRPC (regional),kypolk (msimpson_MVRPC),vacancy,Miami Valley region,,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2016-06-16,,Y,Query,,,,https://services.arcgis.com/3TIUdMHOqnLBrZEH/arcgis/rest/services/Vacancy_pub06132016/FeatureServer,https://mvrpc.maps.arcgis.com/home/item.html?id=6940994a2b12447d8b55461bbba131ac, 
VacancyRevised_Res_Bus_090916,MVRPC (regional),kypolk (msimpson_MVRPC),vacancy,Miami Valley region,block group,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2016-09-09,Y,Y,Query,,,,https://services.arcgis.com/3TIUdMHOqnLBrZEH/arcgis/rest/services/VacancyRevised_Res_Bus_090916/FeatureServer,https://mvrpc.maps.arcgis.com/home/item.html?id=27aaf4e3bd7445c1b2401e82612bca93,"Block groups with demographic and housing data from 2010 census, 08-12 ACS and 10-14 ACS"
VariablesCombined,MVRPC (regional),kypolk (msimpson_MVRPC),affordability/tenure,Miami Valley region,address/point,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2019-05-06,,Y,Query,,,,https://services.arcgis.com/3TIUdMHOqnLBrZEH/arcgis/rest/services/VariablesCombined/FeatureServer,https://mvrpc.maps.arcgis.com/home/item.html?id=795a82d911cc4bc2bfabff01a6d4e8d0,3 variable pilot composite points within 1 mile of 99 mile Great Miami Riverway
Voter Turnout Snapshot,MVRPC (regional),msimpson_MVRPC (msimpson_MVRPC),zoning/land use,Miami Valley region,,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2021-12-02,,N,"Map,TilesOnly,Tilemap",,,,https://tiles.arcgis.com/tiles/3TIUdMHOqnLBrZEH/arcgis/rest/services/Voter_Turnout_Snapshot/MapServer,https://mvrpc.maps.arcgis.com/home/item.html?id=d2a27efb16f54f1fa5f6e0a503a87ee1,Voter Turnout Snapshot
VoterTurnoutNew,MVRPC (regional),msimpson_MVRPC (msimpson_MVRPC),,Miami Valley region,,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2022-02-22,,N,"Map,TilesOnly,Tilemap",,,,https://tiles.arcgis.com/tiles/3TIUdMHOqnLBrZEH/arcgis/rest/services/VoterTurnoutNew/MapServer,https://mvrpc.maps.arcgis.com/home/item.html?id=b5823cdb5f5047e8b0cb4a31087b840e,MVRPC
Walkability Index,MVRPC (regional),msimpson_MVRPC (msimpson_MVRPC),,Miami Valley region,,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2025-05-12,,Y,Query,,,,https://services.arcgis.com/3TIUdMHOqnLBrZEH/arcgis/rest/services/Walkability_Index/FeatureServer,https://mvrpc.maps.arcgis.com/home/item.html?id=e33e95cff6ef480c8e1a3475d36be1ea,
Walkability Index and Pop Density,MVRPC (regional),msimpson_MVRPC (msimpson_MVRPC),,Miami Valley region,,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2025-05-12,,Y,Query,,,,https://services.arcgis.com/3TIUdMHOqnLBrZEH/arcgis/rest/services/Walkability_Index_and_Pop_Density/FeatureServer,https://mvrpc.maps.arcgis.com/home/item.html?id=df7af7ef99334747bb92f2794a9b0166,
Warren_Urban_Boundaries,MVRPC (regional),msimpson_MVRPC (msimpson_MVRPC),geography/reference,Miami Valley region,,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2022-09-19,,Y,Query,,,,https://services.arcgis.com/3TIUdMHOqnLBrZEH/arcgis/rest/services/Warren_Urban_Boundaries/FeatureServer,https://mvrpc.maps.arcgis.com/home/item.html?id=9a9b72539cc94fa493ac8f7639b636d0,
Washington Township Active Living Workshop_form,MVRPC (regional),ewhitaker_MVRPC (msimpson_MVRPC),,Miami Valley region,,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2025-06-24,,N,"Create,Editing",,,,https://services.arcgis.com/3TIUdMHOqnLBrZEH/arcgis/rest/services/survey123_fdc72092545040aabc17a6c884a1c98c_form/FeatureServer,https://mvrpc.maps.arcgis.com/home/item.html?id=41761ecbe94a4ad5ac9e6defed65b619,
Washington Twp MultiZone_V,MVRPC (regional),tharner@mvrpc.org (msimpson_MVRPC),ownership/transfers,Miami Valley region,parcel,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2017-10-30,Y,Y,Query,,,,https://services.arcgis.com/3TIUdMHOqnLBrZEH/arcgis/rest/services/Washington_Twp_MultiZone_V/FeatureServer,https://mvrpc.maps.arcgis.com/home/item.html?id=fe4bd268c7a94102be7c8b33b1c187af,"Parcels with multiple zones for Washington Twp, Miami County, 2016"
Washington Twp Zoning_V,MVRPC (regional),tharner@mvrpc.org (msimpson_MVRPC),affordability/tenure,Miami Valley region,jurisdiction/county,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2017-10-30,Y,Y,Query,,,,https://services.arcgis.com/3TIUdMHOqnLBrZEH/arcgis/rest/services/Washington_Twp_Zoning_V/FeatureServer,https://mvrpc.maps.arcgis.com/home/item.html?id=d270051cd179401fb76b2bbdf7857358,"Zoning for Washington Twp, Miami County, Ohio, 2016"
Water Amenities Composite,MVRPC (regional),kypolk (msimpson_MVRPC),affordability/tenure,Miami Valley region,,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2020-02-18,,Y,Query,,,,https://services.arcgis.com/3TIUdMHOqnLBrZEH/arcgis/rest/services/WaterAmenitiesComposite/FeatureServer,https://mvrpc.maps.arcgis.com/home/item.html?id=0cd45bfcbf06410da253fcc43c169533,Combining number of amenities in water recreation along 99 mile Great Miami Riverway
WaterDesert,MVRPC (regional),kypolk (msimpson_MVRPC),infrastructure,Miami Valley region,,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2020-03-19,,Y,Query,,,,https://services.arcgis.com/3TIUdMHOqnLBrZEH/arcgis/rest/services/WaterDesert/FeatureServer,https://mvrpc.maps.arcgis.com/home/item.html?id=e6d2a716afad420cb04569118d7346b5,Amenities and Desert for Water Features
Watersheds (HUC12),MVRPC (regional),tharner@mvrpc.org (msimpson_MVRPC),affordability/tenure,Miami Valley region,jurisdiction/county,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2025-01-07,,Y,"Query,Extract",,,,https://services.arcgis.com/3TIUdMHOqnLBrZEH/arcgis/rest/services/Watersheds_HUC12/FeatureServer,https://mvrpc.maps.arcgis.com/home/item.html?id=e1e9b26d813b494bacdb46661becefe8,Hydrologic unit boundary layer to the Subwatershed (12-digit) level for the Miami Valley region.
Weak,MVRPC (regional),msimpson_MVRPC (msimpson_MVRPC),,Miami Valley region,,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2020-08-19,,Y,"Create,Delete,Query,Update,Editing,Sync,ChangeTracking",,,,https://services.arcgis.com/3TIUdMHOqnLBrZEH/arcgis/rest/services/Weak/FeatureServer,https://mvrpc.maps.arcgis.com/home/item.html?id=3575f6c7e188459385ecaa72b1577509,
Weak Areas in Siebert Neighborhood Exercise,MVRPC (regional),kypolk (msimpson_MVRPC),affordability/tenure,Miami Valley region,neighborhood,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2020-08-10,Y,Y,"Create,Delete,Query,Update,Editing,Sync",,,,https://services.arcgis.com/3TIUdMHOqnLBrZEH/arcgis/rest/services/Weak_Areas_in_Siebert_Neighborhood/FeatureServer,https://mvrpc.maps.arcgis.com/home/item.html?id=be02df1a7fad42c0b45100aea527117c,
Weak Places in Siebert Riverview,MVRPC (regional),kypolk (msimpson_MVRPC),affordability/tenure,Miami Valley region,,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2020-08-10,,Y,"Create,Delete,Query,Update,Editing,Sync",,,,https://services.arcgis.com/3TIUdMHOqnLBrZEH/arcgis/rest/services/Siebert_Riverview_Neighborhood_Weak_Points/FeatureServer,https://mvrpc.maps.arcgis.com/home/item.html?id=eae30dfb3097421f99ab0ae853f11199,
WegerzynGardens,MVRPC (regional),tharner@mvrpc.org (msimpson_MVRPC),geography/reference,Miami Valley region,,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2023-04-21,,Y,"Query,Extract",,,,https://services.arcgis.com/3TIUdMHOqnLBrZEH/arcgis/rest/services/WegerzynGardens/FeatureServer,https://mvrpc.maps.arcgis.com/home/item.html?id=e810328d13a449cab1e5dd4f9ca54d5c,Boundary for Wegerzyn Gardens
